date,open,high,low,close,volume
2007-07-05,561.0,573.0,540.0499877929688,569.7999877929688,78022464
2007-07-06,576.6500244140625,585.5,570.0,573.5999755859375,13723958
2007-07-09,574.0999755859375,580.9500122070312,572.0,574.7000122070312,4829804
2007-07-10,575.0,580.0,569.0,571.75,5320406
2007-07-11,570.0,594.3499755859375,567.0,590.75,8845447
2007-07-12,597.0,616.4000244140625,597.0,610.75,10483689
2007-07-13,618.0,624.5,597.5,601.0499877929688,6954653
2007-07-16,605.0,614.2999877929688,603.0,610.9000244140625,3638993
2007-07-17,615.0,619.2999877929688,605.1500244140625,612.6500244140625,4929239
2007-07-18,615.0,648.9000244140625,615.0,643.4000244140625,11156197
2007-07-19,654.0,664.5,631.4000244140625,646.1500244140625,14332279
2007-07-20,646.0,657.5499877929688,643.0999755859375,646.7999877929688,5861839
2007-07-23,650.0,677.0,643.0,672.4000244140625,5850602
2007-07-24,676.8499755859375,678.7999877929688,653.2999877929688,656.9000244140625,6700235
2007-07-25,652.5,654.0,629.5499877929688,637.1500244140625,4896793
2007-07-26,637.5999755859375,649.5,629.25,633.2999877929688,6921512
2007-07-27,620.0,621.0,578.2999877929688,599.7000122070312,9518209
2007-07-30,599.7000122070312,616.5999755859375,590.0999755859375,603.5999755859375,4793013
2007-07-31,608.7000122070312,616.6500244140625,595.5999755859375,612.2000122070312,4414524
2007-08-01,609.9500122070312,609.9500122070312,581.0999755859375,585.1500244140625,5785911
2007-08-02,584.0,600.0,584.0,586.9500122070312,3047079
2007-08-03,593.0,605.2999877929688,593.0,601.8499755859375,3310188
2007-08-06,580.0,588.0,572.5,580.6500244140625,3152985
2007-08-07,595.0,599.4000244140625,587.1500244140625,588.7000122070312,2475707
2007-08-08,592.4000244140625,606.7000122070312,591.5,600.8499755859375,3650963
2007-08-09,610.0,614.9000244140625,592.1500244140625,595.5,3705428
2007-08-10,580.0,592.0,490.0,581.9000244140625,8479728
2007-08-13,594.0,599.0,587.0,596.7999877929688,2394561
2007-08-14,598.0,607.0,594.8499755859375,603.2000122070312,3557404
2007-08-16,590.0,590.0,576.0,583.8499755859375,4605715
2007-08-17,580.0,595.0,566.0,580.7999877929688,4587036
2007-08-20,600.0,610.0,577.0,579.7000122070312,2613246
2007-08-21,600.0,600.0,547.0,556.3499755859375,3181032
2007-08-22,560.0,564.9000244140625,531.1500244140625,557.7999877929688,3744083
2007-08-23,574.0,574.0,549.0,555.2000122070312,3953776
2007-08-24,561.6500244140625,571.7999877929688,549.0,565.8499755859375,3265656
2007-08-27,570.0,579.75,570.0,577.4000244140625,1863935
2007-08-28,576.7999877929688,590.0,575.0499877929688,586.75,2126052
2007-08-29,574.9000244140625,599.5,574.9000244140625,596.5499877929688,2567386
2007-08-30,604.9500122070312,609.8499755859375,582.2999877929688,587.2999877929688,4169199
2007-08-31,590.0,603.9000244140625,590.0,598.0499877929688,1878346
2007-09-03,596.0,612.5499877929688,595.0999755859375,610.75,2059602
2007-09-04,612.0,626.25,612.0,623.7999877929688,2908202
2007-09-05,623.7999877929688,623.7999877929688,623.7999877929688,623.7999877929688,0
2007-09-06,620.0,640.7999877929688,620.0,635.9000244140625,1947093
2007-09-07,637.5999755859375,641.0,620.0999755859375,623.5999755859375,1975364
2007-09-10,614.0,630.4500122070312,611.7000122070312,626.2999877929688,1225364
2007-09-11,626.2999877929688,631.4000244140625,615.3499755859375,617.9500122070312,1861898
2007-09-12,622.0,639.9000244140625,620.0,635.0499877929688,2889338
2007-09-13,620.0,649.5,620.0,644.7999877929688,3852527
